総覧ID,総覧抄録ID,遺跡名,遺跡名かな,本内順位,遺跡所在地,所在地2,lon,lat,所在地ふりがな,市町村コード,遺跡番号,北緯（日本測地系）,東経（日本測地系）,北緯（世界測地系）,東経（世界測地系）,調査期間|調査期間,調査期間1,調査期間2,調査面積|調査面積,調査面積2,調査原因
48036,91863,武蔵国府関連遺跡　個人住宅地区　第1462次,むさしこくふかんれんいせき　こじんじゅうたくちく,21,東京都府中市本町2-6-15,03本町,139.475159,35.667103,とうきょうとふちゅうしほんまちにのろくのじゅうご,13206,2,,,353959,1392830,20090803-20090821,2009,,46.6,46.6,
48036,91864,武蔵国府関連遺跡　ボヌール地区　第1463次,むさしこくふかんれんいせき　ぼぬーるちく,22,東京都府中市西府町1-12-23/24,18西府町,139.455765,35.673405,とうきょうとふちゅうしにしふちょういちのじゅうにのにじゅうさん　にじゅうよん,13206,2,,,354023,1392720,20090824-20090910,2009,,143.3,143.3,
48036,91865,武蔵国府関連遺跡　ブランフィル地区　第1464次,むさしこくふかんれんいせき　ぶらんふぃるちく,23,東京都府中市白糸台6-25-3,16白糸台,139.516907,35.662762,とうきょうとふちゅうししらいとだいろくのにじゅうごのさん,13206,2,,,353944,1393101,20090908-20090911,2009,,5.4,5.4,
48036,91866,武蔵国府関連遺跡　宗教法人幸福の科学　府中支部精舎地区　第1465次,むさしこくふかんれんいせき　しゅうきょうほうじんこうふくのかがく　ふちゅうしぶせいしゃちく,24,東京都府中市府中町1-24-20,04府中町,139.480103,35.674976,とうきょうとふちゅうしふちゅうちょういちのにじゅうよんのにじゅう,13206,2,,,354029,1392849,20090909-20091001,2009,,52.5,52.5,
48036,91867,武蔵国府関連遺跡　西府町2丁目開発地区　第1466次,むさしこくふかんれんいせき　にしふちょうにちょうめかいはつちく,25,東京都府中市西府町2-3-1/およびほか4筆,18西府町,139.458282,35.674179,とうきょうとふちゅうしにしふちょうにのさんのいち　およびほかよんふで,13206,2,,,354026,1392730,20090916-20091001,2009,,92.1,92.1,
48036,91868,武蔵国府関連遺跡　個人住宅地区　第1467次,むさしこくふかんれんいせき　こじんじゅうたくちく,26,東京都府中市片町2-18-2,08片町,139.469437,35.669651,とうきょうとふちゅうしかたまちにのじゅうはちのに,13206,2,,,354009,1392810,20090916-20091015,2009,,73.1,73.1,
48036,91869,武蔵国府関連遺跡　個人住宅地区　第1468次,むさしこくふかんれんいせき　こじんじゅうたくちく,27,東京都府中市清水が丘3-13-4ほか,10清水が丘,139.5,35.666981,とうきょうとふちゅうししみずがおかさんのじゅうさんのよんほか,13206,2,,,353958,1392959,20090917-20091109,2009,,146.4,146.4,
48036,91870,武蔵国府関連遺跡　カトルセゾン・ウエスト、カトルセゾン・イーストおよび道路築造地区　第1469次,むさしこくふかんれんいせき　かとるせぞん　うえすと　かとるせぞん　いーすとおよびどうろちくぞうちく,28,東京都府中市清水が丘3-13-4ほか,10清水が丘,139.5,35.666981,とうきょうとふちゅうししみずがおかさんのじゅうさんのよんほか,13206,2,,,353958,1392959,20090917-20091109,2009,,298.3,298.3,
48036,91871,武蔵国府関連遺跡　エステージ地区　第1470次,むさしこくふかんれんいせき　えすてーじちく,29,東京都府中市美好町2-10-3,09美好町,139.464127,35.672939,とうきょうとふちゅうしみよしちょうにのじゅうのさん,13206,2,,,354020,1392751,20090924-20091009,2009,,145.3,145.3,
48036,91872,武蔵国府関連遺跡　府中市本宿町3丁目2棟現場2号棟地区　第1445次,むさしこくふかんれんいせき　ふちゅうしほんしゅくちょうさんちょうめにとうげんばにごうとうちく,3,東京都府中市本宿町3-24-11,17本宿町,139.46489,35.677979,とうきょうとふちゅうしほんしゅくちょうさんのにじゅうよんのじゅういち,13206,2,,,354039,1392754,20090402-20090408,2009,,9.2,9.2,
48036,91873,武蔵国府関連遺跡　ESPERANZA地区　第1471次,むさしこくふかんれんいせき　えすぺらんさちく,30,東京都府中市本宿町2-1-1の一部/2/5,17本宿町,139.463226,35.672245,とうきょうとふちゅうしほんしゅくちょうにのいちのいちのいちぶ　に　ご,13206,2,,,354019,1392748,20090924-20091113,2009,,433.7,433.7,
48036,91874,武蔵国府関連遺跡　ベルコートタウン府中市片町地区　第1472次,むさしこくふかんれんいせき　べるこーとたうんふちゅうしかたまちちく,31,東京都府中市片町,08片町,139.471237,35.66972,とうきょうとふちゅうしかたまち,13206,2,,,354016,1392818,20090928-20091022,2009,,135.6,135.6,
48036,91875,武蔵国府関連遺跡　清水が丘開発行為地区　第1473次,むさしこくふかんれんいせき　しみずがおかかいはつこういちくじ,32,東京都府中市清水が丘1-5-40,10清水が丘,139.493622,35.667587,とうきょうとふちゅうししみずがおかいちのごのよんじゅう,13206,2,,,354000,1392937,20091020-20091208,2009,,203.2,203.2,
48036,91876,武蔵国府関連遺跡　宮町1丁目蕪木ビル地区　第1474次,むさしこくふかんれんいせき　みやまちいっちょうめかぶらぎびるちく,33,東京都府中市宮町1-22-3,01宮町,139.481415,35.670841,とうきょうとふちゅうしみやまちいちのにじゅうにのさん,13206,2,,,354013,1392853,20091021-20091110,2009,,54.2,54.2,
48036,91877,武蔵国府関連遺跡　番場町山車小屋地区　第1475次,むさしこくふかんれんいせき　ばんばまちだしごやちく,34,東京都府中市宮西町4-14-5,02宮西町,139.474976,35.670364,とうきょうとふちゅうしみやにしちょうよんのじゅうよんのご,13206,2,,,354010,1392830,20091110-20091126,2009,,102.9,102.9,
48036,91878,武蔵国府関連遺跡　個人住宅地区　第1476次,むさしこくふかんれんいせき　こじんじゅうたくちく,35,東京都府中市清水が丘3-32-28,10清水が丘,139.50145,35.665062,とうきょうとふちゅうししみずがおかさんのさんじゅうにのにじゅうはち,13206,2,,,353952,1393004,20091124-20091204,2009,,51.4,51.4,
48036,91880,武蔵国府関連遺跡　個人住宅地区　第1479次,むさしこくふかんれんいせき　こじんじゅうたくちく,37,東京都府中市白糸台6-27-47,16白糸台,139.51767,35.662426,とうきょうとふちゅうししらいとだいろくのにじゅうななのよんじゅうなな,13206,2,,,353942,1393102,20091208-20091211,2009,,13.5,13.5,
48036,91881,武蔵国府関連遺跡　ベルジュール府中地区　第1480次,むさしこくふかんれんいせき　べるじゅーるふちゅうちく,38,東京都府中市八幡町2-29-5,06八幡町,139.489609,35.669319,とうきょうとふちゅうしはちまんちょうにのにじゅうきゅうのご,13206,2,,,354008,1392922,20091214-20091228,2009,,150.9,150.9,
48036,91882,武蔵国府関連遺跡　ハートフルタウン白糸台6丁目地区　第1481次,むさしこくふかんれんいせき　はーとふるたうんしらいとだいろくちょうめちく,39,東京都府中市白糸台6-39-30/48,16白糸台,139.519073,35.660877,とうきょうとふちゅうししらいとだいろくのさんじゅうきゅうのさんじゅう　よんじゅうはち,13206,2,,,353937,1393108,20091215-20100115,2009,,59,59,
48036,91883,武蔵国府関連遺跡　VIVACE　なみき地区　第1446次,むさしこくふかんれんいせき　びぃばぁーちぇ　なみきちく,4,東京都府中市府中町1-14-7,04府中町,139.479523,35.673698,とうきょうとふちゅうしふちゅうちょういちのじゅうよんのなな,13206,2,,,354025,1392846,20090430-20090604,2009,,129.9,129.9,
48036,91884,武蔵国府関連遺跡　多磨霊園駅地区　第1482次,むさしこくふかんれんいせき　たまれいえんえきちく,40,東京都府中市清水が丘3-26-11,10清水が丘,139.502777,35.665592,とうきょうとふちゅうししみずがおかさんのにじゅうろくのじゅういち,13206,2,,,353956,1393012,20091221-20100318,2009,,25.8,25.8,
48036,91885,武蔵国府関連遺跡　個人住宅地区　第1483次,むさしこくふかんれんいせき　こじんじゅうたくちく,41,東京都府中市清水が丘3-37-30,10清水が丘,139.500717,35.665249,とうきょうとふちゅうししみずがおかさんのさんじゅうななのさんじゅう,13206,2,,,353954,1393002,20100125-20100127,2010,,9.7,9.7,
48036,91886,武蔵国府関連遺跡　セントカサフェンテ地区　第1484次,むさしこくふかんれんいせき　せんとかさふぇんてちく,42,東京都府中市清水が丘1-5-8,10清水が丘,139.493622,35.667587,とうきょうとふちゅうししみずがおかいちのごのはち,13206,2,,,354000,1392938,20100127-20100308,2010,,218,218,
48036,91887,武蔵国府関連遺跡　個人住宅地区　第1485次,むさしこくふかんれんいせき　こじんじゅうたくちく,43,東京都府中市美好町3-26-68,09美好町,139.463028,35.669788,とうきょうとふちゅうしみよしちょうさんのにじゅうろくのろくじゅうはち,13206,2,,,354009,1392748,20100204-20100304,2010,,60.6,60.6,
48036,91888,武蔵国府関連遺跡　個人住宅地区　第1487次,むさしこくふかんれんいせき　こじんじゅうたくちく,44,東京都府中市宮西町1-20-1,02宮西町,139.476044,35.672337,とうきょうとふちゅうしみやにしちょういちのにじゅうのいち,13206,2,,,354018,1392835,20100226-20100319,2010,,147.1,147.1,
48036,91889,武蔵国府関連遺跡　八幡町2丁目建売住宅地区　第1488次,むさしこくふかんれんいせき　はちまんちょうにちょうめたてうりじゅうたくちく,45,東京都府中市八幡町2-12-2,06八幡町,139.486923,35.667809,とうきょうとふちゅうしはちまんちょうにのじゅうにのに,13206,2,,,354002,1392914,20100304-20100317,2010,,40.5,40.5,
48036,91890,武蔵国府関連遺跡　HondaCars　東京中央府中店地区　第1447次,むさしこくふかんれんいせき　ほんだかーず　とうきょうちゅうおうふちゅうてんちく,5,東京都府中市緑町,07緑町,139.49263,35.67112,とうきょうとふちゅうしみどりちょう,13206,2,,,354015,1392923,20090507-20090629,2009,,578.9,578.9,
48036,91891,武蔵国府関連遺跡　大國魂神社倉庫他地区　第1448次,むさしこくふかんれんいせき　おおくにたまじんじゃそうこほかちく,6,東京都府中市宮町3-1-1,01宮町,139.479401,35.669147,とうきょうとふちゅうしみやまちさんのいちのいち,13206,2,,,354000,1392847,20090519-20090625,2009,,166.8,166.8,保存目的調査
48036,91892,武蔵国府関連遺跡　個人住宅地区　第1449次,むさしこくふかんれんいせき　こじんじゅうたくちく,7,東京都府中市府中町2-21-5,04府中町,139.484131,35.675137,とうきょうとふちゅうしふちゅうちょうにのにじゅういちのご,13206,2,,,354029,1392903,20090601-20090727,2009,,193.2,193.2,
48036,91893,武蔵国府関連遺跡　カーサソラール地区　第1450次,むさしこくふかんれんいせき　かーさそらーるちく,8,東京都府中市西府町1-16-1ほか,18西府町,139.457703,35.672405,とうきょうとふちゅうしにしふちょういちのじゅうろくのいちほか,13206,2,,,354015,1392721,20090609-20090610,2009,,4.8,4.8,
48036,91894,武蔵国府関連遺跡　個人住宅地区　第1451次,むさしこくふかんれんいせき　こじんじゅうたくちく,9,東京都府中市白糸台6-24-1,16白糸台,139.517227,35.6633,とうきょうとふちゅうししらいとだいろくのにじゅうよんのいち,13206,2,,,353946,1393102,20090622-20090717,2009,,156.5,156.5,
48107,91996,武蔵国府関連遺跡　ヤマハ東京多摩営業所地区　第0067次,むさしこくふかんれんいせき　やまはとうきょうたまえいぎょうしょちく,1,東京都府中市寿町3-4-2,05寿町,139.474701,35.673553,とうきょとふちゅうしことぶきちょうさんのよんのに,13206,2,,,354024,1392828,19790619-19790810,1979,,499.5,499.5,
48107,91997,武蔵国府関連遺跡　東芝エンジニアリング府中営業所地区　第0074次,むさしこくふかんれんいせき　とうしばえんじにありんぐふちゅうえいぎょうしょちく,2,東京都府中市武蔵台1-1,20武蔵台,139.4687305,35.68720066,とうきょとふちゅうしむさしだいいちのいち,13206,2,,,354114,1392807,19790813-19790910,1979,,902.1,902.1,
48107,91998,武蔵国府関連遺跡　関根建設本社ビル地区　第0075次,むさしこくふかんれんいせき　せきねけんせつほんしゃびるちく,3,東京都府中市八幡町1-6-5,06八幡町,139.484833,35.670204,とうきょとふちゅうしはちまんちょういちのろくのご,13206,2,,,354012,1392905,19790816-19791206,1979,,353.8,353.8,
48107,91999,武蔵国府関連遺跡　渡辺ビル地区　第0080次,むさしこくふかんれんいせき　わたなべびるちく,4,東京都府中市府中町1-12-7,04府中町,139.480255,35.67363,とうきょとふちゅうしふちゅうちょういちのじゅうにのなな,13206,2,,,354024,1392849,19790905-19791205,1979,,361.2,361.2,
48107,92000,武蔵国府関連遺跡　仮称宮町共同ビル・第1次地区　第0081次,むさしこくふかんれんいせき　かしょうみやまちきょうどうびる　だいいちじちく,5,東京都府中市宮町1-20-6/7,01宮町,139.4814,35.671452,とうきょとふちゅうしみやまち,13206,2,,,354016,1392853,19790910-19800205,1979,,369,369,
48107,92001,武蔵国府関連遺跡　光シャンブル府中地区　第0083次,むさしこくふかんれんいせき　ひかりしゃんぶるふちゅうちく,6,東京都府中市緑町3-6-5,07緑町,139.494247,35.670124,とうきょとふちゅうしみどりちょうさんのろくのご,13206,2,,,354012,1392939,19791002-19791031,1979,,453.5,453.5,
48107,92002,武蔵国府関連遺跡　ヴェラハイツ第2東府中陣屋地区　第0089次,むさしこくふかんれんいせき　 ぇらはいつだいにひがしふちゅうじんやちく,7,東京都府中市若松町2-7-10,13若松町,139.494659,35.671829,とうきょとふちゅうしわかまつちょうにのななのじゅう,13206,2,,,354016,1392940,19791114-19791214,1979,,176.5,176.5,
48107,92003,武蔵国府関連遺跡　安田火災海上府中営業所地区　第0094次,むさしこくふかんれんいせき　やすだかさいかいじょうふちゅうえいぎょうしょちく,8,東京都府中市寿町2-3-14,05寿町,139.473785,35.675629,とうきょとふちゅうしことぶきちょうにのさんのじゅうよん,13206,2,,,354023,1392834,19800110-19800304,1980,,463.5,463.5,
48108,92004,武蔵国府関連遺跡　分梅町1丁目12番地先新設道路工事地区　第0016次,むさしこくふかんれんいせき　ぶばいちょういっちょうめじゅうにばんちさきしんせつどうろこうじちく,1,東京都府中市分梅町1-12,12分梅町,139.466049,35.667011,とうきょとふちゅうしぶばいちょう,13206,2,,,354003,1392757,19761210-19770319,1976,,721,721,
48108,92005,武蔵国府関連遺跡　三菱銀行府中支店地区　第0018次,むさしこくふかんれんいせき　みつびしぎんこうふちゅうしてんちく,2,東京都府中市宮西町1-6-1,02宮西町,139.478775,35.67104,とうきょとふちゅうしみやにしちょう,13206,2,,,354015,1392843,19770121-19770217,1977,,471,471,
48109,92006,武蔵国府関連遺跡　大國魂神社斎館地区　第1486次,むさしこくふかんれんいせき　おおくにたまじんじゃさいかんちく,1,東京都府中市宮町3-1-1,01宮町,139.479401,35.669147,とうきょとふちゅうしみやまちさんのいちのいち,13206,2,,,354004,1392846,20100208-20100422,2010,,167.4,167.4,
48109,92007,武蔵国府関連遺跡　個人住宅地区　第1498次,むさしこくふかんれんいせき　こじんじゅうたくちく,10,東京都府中市八幡町2-16-16,06八幡町,139.48819,35.667889,とうきょうとふちゅうしはちまんちょうにのじゅうろくのじゅうろく,13206,2,,,354005,1392917,20100520-20100615,2010,,73.7,73.7,
48109,92008,武蔵国府関連遺跡　エムロード府中レジデンス地区　第1499次,むさしこくふかんれんいせき　えむろーどふちゅうれじでんすちく,11,東京都府中市片町1-16-26,08片町,139.471207,35.670815,とうきょうとふちゅうしかたまちいちのじゅうろくのにじゅうろく,13206,2,,,354014,1392816,20100524-20100708,2010,,322.4,322.4,
48109,92009,武蔵国府関連遺跡　府中愛児園ホール地区　第1501次,むさしこくふかんれんいせき　ふちゅうあいじえんほーるちく,12,東京都府中市八幡町3-18-2,06八幡町,139.492172,35.667648,とうきょうとふちゅうしはちまんちょうさんのじゅうはちのに,13206,2,,,354004,1392933,20100601-20100615,2010,,165,165,
48109,92011,武蔵国府関連遺跡　FUCHU TERRACE MIDORICHO地区　第1503次,むさしこくふかんれんいせき　ふちゅうてらすみどりちょうちく,14,東京都府中市緑町1-8-1,07緑町,139.48674,35.671211,とうきょうとふちゅうしみどりちょういちのはちのいち,13206,2,,,354016,1392910,20100607-20100903,2010,,651.3,651.3,
48109,92012,武蔵国府関連遺跡　個人住宅地区　第1504次,むさしこくふかんれんいせき　こじんじゅうたくちく,15,東京都府中市本宿町2-13-2,17本宿町,139.460846,35.673168,とうきょうとふちゅうしほんしゅくちょうにのじゅうさんのに,13206,2,,,354024,1392738,20100701-20100716,2010,,125.5,125.5,
48109,92013,武蔵国府関連遺跡　ニチイケアセンター西府 グループホーム ニチイのほほえみ地区　第1505次,むさしこくふかんれんいせき　にちいけあせんたーにしふ ぐるーぷほーむ にちいのほほえみちく,16,東京都府中市本宿町1-24-5から7,17本宿町,139.461716,35.670486,とうきょうとふちゅうしほんしゅくちょう,13206,2,,,354014,1392742,20100705-20100729,2010,,82.2,82.2,
48109,92015,武蔵国府関連遺跡　GLORIA K地区　第1507次,むさしこくふかんれんいせき　ぐろりあけいちく,18,東京都府中市清水が丘3-23-9,10清水が丘,139.503738,35.666531,とうきょうとふちゅうししみずがおかさんのにじゅうさんのきゅう,13206,2,,,353959,1393013,20100716-20100728,2010,,96.5,96.5,
48109,92016,武蔵国府関連遺跡　個人住宅地区　第1508次,むさしこくふかんれんいせき　こじんじゅうたくちく,19,東京都府中市片町1-5-12,08片町,139.470917,35.671902,とうきょうとふちゅうしかたまちいちのごのじゅうに,13206,2,,,354018,1392814,20100720-20100806,2010,,40.2,40.2,
48109,92017,武蔵国府関連遺跡　武蔵野台駅舎地区　第1489次,むさしこくふかんれんいせき　むさしのだいえきしゃちく,2,東京都府中市白糸台4-17-5ほか,16白糸台,139.511002,35.663853,とうきょとふちゅうししらいとだいよんのじゅうななのごほか,13206,2,,,353950,1393039,20100311-20100831,2010,,129.1,129.1,
48109,92018,武蔵国府関連遺跡　ビアン デザミティエ ア ヴォートル地区　第1509次,むさしこくふかんれんいせき　びあん でざみてぃえ あ  ぉーとるちく,20,東京都府中市本町1-3-6,03本町,139.476746,35.668484,とうきょうとふちゅうしほんまちいちのさんのろく,13206,2,,,354006,1392836,20100722-20100831,2010,,208.1,208.1,
48109,92019,武蔵国府関連遺跡　個人住宅地区　第1510次,むさしこくふかんれんいせき　こじんじゅうたくちく,21,東京都府中市清水が丘2-10-15ほか,10清水が丘,139.495499,35.666008,とうきょうとふちゅうししみずがおかにのじゅうのじゅうごほか,13206,2,,,353957,1392944,20100726-20100903,2010,,73.3,73.3,
48109,92020,武蔵国府関連遺跡　個人住宅地区　第1511次,むさしこくふかんれんいせき　こじんじゅうたくちく,22,東京都府中市本町1-1-18,03本町,139.478043,35.668533,とうきょうとふちゅうしほんまちいちのいちのじゅうはち,13206,2,,,354006,1392841,20100809-20100824,2010,,25.3,25.3,
48109,92021,武蔵国府関連遺跡　IVC府中地区　第1512次,むさしこくふかんれんいせき　あいびーしーふちゅうちく,23,東京都府中市美好町3-22-17ほか,09美好町,139.463303,35.67128,とうきょうとふちゅうしみよしちょう,13206,2,,,354017,1392748,20100826-20101013,2010,,142.7,142.7,
48109,92024,武蔵国府関連遺跡　ラシュレ府中地区　第1515次,むさしこくふかんれいせき　らしゅれふちゅうちく,26,東京都府中市寿町2-2-10,05寿町,139.476776,35.673153,とうきょうとふちゅうしことぶきちょうにのにのじゅう,13206,2,,,354023,1392837,20100902-20101015,2010,,214.9,214.9,
48109,92025,武蔵国府関連遺跡　Villa Felicia地区　第1516次,むさしこくふかんれんいせき　 ぃらふぇりしあちく,27,東京都府中市片町1-17-1ほか,08片町,139.47081,35.670925,とうきょうとふちゅうしかたまちいちのじゅうななのいちほか,13206,2,,,354016,1392814,20100908-20101221,2010,,283.5,283.5,
48109,92026,武蔵国府関連遺跡　ミノレット地区　第1517次,むさしこくふかんれんいせき　みのれっとちく,28,東京都府中市府中町1-17-2,04府中町,139.480423,35.674278,とうきょうとふちゅうしふちゅうちょういちのじゅうななのに,13206,2,,,354027,1392849,20100910-20101001,2010,,60.3,60.3,
48109,92027,武蔵国府関連遺跡　FUCHU TERRACE HACHIMANCHO地区　第1518次,むさしこくふかんれんいせき　ふちゅうてらすはちまんちょうちく,29,東京都府中市八幡町1-6-1,06八幡町,139.484833,35.670204,とうきょうとふちゅうしはちまんちょういちのろくのいち,13206,2,,,354012,1392904,20100913-20101018,2010,,148.6,148.6,
48109,92028,武蔵国府関連遺跡　HOTEL松本屋1725地区　第1490次,むさしこくふかんれにせき　ほてるまつもとやせんななひゃくにじゅうごちく,3,東京都府中市宮西町2-4-1ほか,02宮西町,139.478546,35.670185,とうきょとふちゅうしみやにしちょうにのよんのいちほか,13206,2,,,354012,1392842,20100318-20100510,2010,,296.9,296.9,
48109,92029,武蔵国府関連遺跡　個人住宅地区　第1519次,むさしこくふかんれんいせき　こじんじゅうたくちく,30,東京都府中市緑町1-8-4,07緑町,139.48674,35.671211,とうきょうとふちゅうしみどりちょういちのはちのよん,13206,2,,,354016,1392913,20100915-20101004,2010,,58.1,58.1,
48109,92030,武蔵国府関連遺跡　けやき地区　第1520次,むさしこくふかんれんいせき　けやきちく,31,東京都府中市白糸台6-22-1,16白糸台,139.517593,35.663696,とうきょうとふちゅうししらいとだいろくのにじゅうにのいち,13206,2,,,353949,1393102,20100917-20101118,2010,,302.3,302.3,
48109,92031,武蔵国府関連遺跡　DYNAX地区　第1521次,むさしこくふかんれんいせき　だいなっくすちく,32,東京都府中市府中町1-20-4,04府中町,139.481613,35.674484,とうきょうとふちゅうしふちゅうちょういちのにじゅうのよん,13206,2,,,354027,1392854,20101013-20101118,2010,,137.2,137.2,
48109,92032,武蔵国府関連遺跡　個人住宅地区　第1523次,むさしこくふかんれんいせき　こじんじゅうたくちく,33,東京都府中市宮西町3-6-5,02宮西町,139.474518,35.67194,とうきょうとふちゅうしみやにしちょうさんのろくのご,13206,2,,,354019,1392830,20101021-20101111,2010,,58,58,
48109,92033,武蔵国府関連遺跡　エス・ネクスト　I地区　第1524次,むさしこくふかんれんいせき　えす　ねくすと　あいちく,34,東京都府中市緑町1-23-1,07緑町,139.486084,35.672951,とうきょうとふちゅうしみどりちょういちのにじゅうさんのいち,13206,2,,,354022,1392908,20101028-20101110,2010,,39.3,39.3,
48109,92034,武蔵国府関連遺跡　個人住宅地区　第1525次,むさしこくふかんれんいせき　こじんじゅうたくちく,35,東京都府中市美好町3-37-13/3-37-14,09美好町,139.466522,35.669025,とうきょうとふちゅうしみよしちょう,13206,2,,,354008,1392759,20101110-20101206,2010,,81.2,81.2,
48109,92035,武蔵国府関連遺跡　個人住宅地区　第1526次,むさしこくふかんれんいせき　こじんじゅうたくちく,36,東京都府中市片町1-17-20,08片町,139.47081,35.670925,とうきょうとふちゅうしかたまちいちのじゅうななのにじゅう,13206,2,,,354013,1392814,20101111-20101119,2010,,48.8,48.8,
48109,92036,武蔵国府関連遺跡　個人住宅地区　第1527次,むさしこくふかんれんいせき　こじんじゅうたくちく,37,東京都府中市白糸台5-1-5,16白糸台,139.512848,35.664516,とうきょうとふちゅうししらいとだいごのいちのご,13206,2,,,353952,1393047,20101122-20101209,2010,,93.9,93.9,
48109,92037,武蔵国府関連遺跡　T・P・Cレジデンス府中地区　第1528次,むさしこくふかんれんいせき　てぃい　ぴい　しいれじでんすふちゅうちく,38,東京都府中市府中町2-5-9,04府中町,139.483368,35.671833,とうきょうとふちゅうしふちゅうちょうにのごのきゅう,13206,2,,,354018,1392858,20101124-20110126,2010,,209.4,209.4,
48109,92038,武蔵国府関連遺跡　エス・ポワール北・南地区　第1529次,むさしこくふかんれんいせき　えすぽわーるきた　みなみちく,39,東京都府中市宮西町2-8-1,02宮西町,139.477585,35.670162,とうきょうとふちゅうしみやにしちょうにのはちのいち,13206,2,,,354013,1392840,20101125-20101224,2010,,107.1,107.1,
48109,92039,武蔵国府関連遺跡　府中市本宿町1丁目開発地区　第1491次,むさしこくふかんれんいせき　ふちゅうしほんしゅくちょういっちょうめかいはつちく,4,東京都府中市本宿町1-22-4/7から9,17本宿町,139.461258,35.670605,とうきょうとふちゅしほんしゅくちょう,13206,2,,,354014,1392738,20100331-20100514,2010,,298.7,298.7,
48109,92040,武蔵国府関連遺跡　個人住宅地区　第1530次,むさしこくふかんれんいせき　こじんじゅうたくちく,40,東京都府中市白糸台1-56-5,16白糸台,139.509293,35.667309,とうきょうとふちゅうししらいとだいいちのごじゅうろくのご,13206,2,,,354001,1393032,20101209-20101224,2010,,24.7,24.7,
48109,92041,武蔵国府関連遺跡　個人住宅地区　第1531次,むさしこくふかんれんいせき　こじんじゅうたくちく,41,東京都府中市本町2-8-10,03本町,139.474365,35.667961,とうきょうとふちゅうしほんまちにのはちのじゅう,13206,2,,,354005,1392828,20101220-20100210,2010,,52.3,52.3,
48109,92042,武蔵国府関連遺跡　個人住宅地区　第1533次,むさしこくふかんれんいせき　こじんじゅうたくちく,42,東京都府中市本宿町1-22-54,17本宿町,139.461258,35.670605,とうきょうとふちゅうしほんしゅくちょういちのにじゅうにのごじゅうよん,13206,2,,,354014,1392739,20110117-20110204,2011,,42.5,42.5,
48109,92043,武蔵国府関連遺跡　Nisshin PALACESTAGE　府中西地区　第1533.T次,むさしこくふかんれんいせき　にっしん ぱれすすてーじ　ふちゅうにしちく,43,東京都府中市本宿町2-14-17/2-14-18,17本宿町,139.459976,35.677513,とうきょうとふちゅうしほんしゅくちょう,13206,2,,,354021,1392738,20110201-20110218,2011,,226.5,226.5,
48109,92044,武蔵国府関連遺跡　個人住宅地区　第1534次,むさしこくふかんれんいせき　こじんじゅうたくちく,44,東京都府中市本宿町3-10-4,17本宿町,139.462784,35.675156,とうきょうとふちゅうしほんしゅくちょうさんのじゅうのよん,13206,2,,,354029,1392745,20110202,2011,,3.1,3.1,
48109,92045,武蔵国府関連遺跡　個人住宅地区　第1537次,むさしこくふかんれんいせき　こじんじゅうたくちく,45,東京都府中市白糸台3-9-6,16白糸台,139.5159,35.665054,とうきょうとふちゅうししらいとだいさんのきゅうのろく,13206,2,,,353953,1393056,20110210-20110221,2011,,63.7,63.7,
48109,92046,武蔵国府関連遺跡　美好町3丁目開発地区　第1538次,むさしこくふかんれんいせき　みよしちょうさんちょうめかいはつちく,46,東京都府中市美好町3-40-3ほか,09美好町,139.464752,35.668747,とうきょうとふちゅうしみよしちょうさんのよんじゅうのさんほか,13206,2,,,354007,1392752,20110223-20110309,2011,,52.9,52.9,
48109,92047,武蔵国府関連遺跡　武蔵国府跡　第1539次,むさしこくふかんれんいせき　むさしこくふあと,47,東京都府中市宮町3-1-1,01宮町,139.479401,35.669147,とうきょうとふちゅうしみやまちさんのいちのいち,13206,2,,,354008,1392845,20110301-20110329,2011,,29.9,29.9,武蔵国府跡の保存目的の確認調査地区
48109,92048,武蔵国府関連遺跡　デュオ府中駅前地区　第1492次,むさしこくふかんれんいせき　でゅおふちゅうえきまえちく,5,東京都府中市宮町1-17-19,01宮町,139.482819,35.671669,とうきょうとふちゅしみやまちいちのじゅうななからじゅうきゅう,13206,2,,,354017,1392856,20100409-20100422,2010,,13.6,13.6,
48109,92050,武蔵国府関連遺跡　府中市本宿町3丁目開発地区　第1494次,むさしこくふかんれんいせき　ふちゅうしほんしゅくちょうさんちょうめかいはつちく,7,東京都府中市本宿町3-18-10,17本宿町,139.463989,35.676426,とうきょうとふちゅうしほんしゅくちょうさんのじゅうはちのじゅう,13206,2,,,354036,1392750,20100421-20100422,2010,,3.2,3.2,
48109,92051,武蔵国府関連遺跡　大國魂神社随神門地区　第1496次,むさしこくふかんれんいせき　おおくにたまじんじゃずいじんもんちく,8,東京都府中市宮町3-1-1,01宮町,139.479401,35.669147,とうきょうとふちゅうしみやまちさんのいちのいち,13206,2,,,354005,1392844,20100517-20100608,2010,,241.6,241.6,
48109,92052,武蔵国府関連遺跡　個人住宅地区　第1497次,むさしこくふかんれんいせき　こじんじゅうたくちく,9,東京都府中市西府町1-39-11,18西府町,139.452438,35.673225,とうきょうとふちゅうしにしふちょういちのさんじゅうきゅうのじゅういち,13206,2,,,354023,1392709,20100518-20100526,2010,,48.5,48.5,
48140,92102,武蔵国府関連遺跡,むさしこくふかんれんいせき,1,東京都府中市寿町3-5-2,05寿町,139.474594,35.674141,とうきょうとふちゅうしことぶきちょう,13206,2,354026,1392828,,,20141023-20141226,2014,,474,474,集合住宅建設
